job_title,company,salary,address,experience,due_date,jd
IT System Managements Staff (San Bay Quoc Te Da Nang),LOTTE DATA COMMUNICATION VIETNAM,Tới 13 triệu,Đà Nẵng,2 năm,07/09/2023,"Installing and configuring & maintenance computer hardware operating systems (servers, routers, switch, computers, laptops, printers, etc… In charge of security of all systems especially internal data storage, manage back up data Troubleshooting system and network problems and diagnosing and solving hardware or software faults, installing antivirus protection, fixing network faults, etc… Daily admin and monitoring of network use, technical support for people using the network Controlling Internet systems, office appliances and machines Install OS, application for users, and solving incidents Planning future improvements, suggesting IT upgrade solutions to Managers Providing support, including other documentary and technical supports Other tasks as assigned by Managers"
System Admin,Công ty Cổ Phần Rikkeisoft,Tới 40 triệu,Hà Nội,2 năm,22/09/2023,"- Be a member of Hosting Administrator team of a world class multinational financial organization and be responsible for the overall health of important financial applications including trading systems and client facing websites. - Become familiar with the inter process dependencies of applications to provide high quality, end to end support to developers and users, including troubleshooting issues, finding root cause and proposing satisfactory solution. - Create system integration solutions, deploy and support hundreds of standalone and web applications written in .NET and JAVA, and manage the servers the applications reside on. - The position requires working closely with US onshore team and power users, developers, and other infrastructure professionals."
Data Analysis,CÔNG TY TNHH TM DV VIỄN THÔNG THIÊN TÚ,12 - 14 triệu,Hồ Chí Minh,1 năm,13/09/2023,"Working Time: 08:00 - 17:00 (Mon to Sat) • Make daily collecting, analysing, evaluating and reporting data• Ensure data accuracy, integrity, and consistency across multiple system• Design, develop and maintain dashboards• Make reports, and visualizations data• Develops ad-hoc analysis on request"
Kỹ Sư Cầu Nối,CÔNG TY TNHH KỸ SƯ CÔNG NGHỆ CAO VN,Trên 30 triệu,Hà Nội,2 năm,15/09/2023,"• Trao đổi với khách hàng Nhật Bản lấy thông tin dự án, tài liệu yêu cầu, phân tích thông tin dự án và báo cáo với khách hàng tiến độ dự án theo quy trình. • Đề xuất phương án SPEC và kỹ thuật, hỗ trợ khách hàng khâu thiết kế dự án.• Chuyển các nội dung dự án về cho team cùng tham dự triển khai. • Kết hợp với PM lên kế hoạch và giám sát tiến độ thực hiện dự án, quản lý chất lượng sản phẩm đầu ra của dự án trước khi delivery cho khách hàng.• Là cầu nối trao đổi với khách hàng, Q&A, giải quyết các vấn đề phát sinh trong dự án, và các vấn đề sau khi bàn giao."
Senior Firmware - Embedded Engineer,CÔNG TY TNHH EARABLE VIỆT NAM,25 - 40 triệu,Hà Nội,5 năm,21/09/2023,"Develop code for embedded systems and system integration on multi-threaded embedded C and C++ for wearable devices. Deploy machine learning model to microcontroller. Support project team activities related to the specification of requirements, software implementation, test case development, verification test execution, and certification support. Analyze requirements, identify required work and estimate development tasks. Work in conjunction with the hardware engineering team to ensure the solution meets operational requirements. Create product documentation inputs for technical writers. Work with the manufacturing organization to make sure new product firmware and features are smoothly integrated into production."
Tester,Công ty Cổ Phần Công Nghệ Evotek Việt Nam,Tới 35 triệu,Hà Nội,2 năm,01/10/2023,"- Tham gia kiểm thử, test tự động (automation) các phần mềm, hệ thống phần mềm cho Ngân Hàng của Việt Nam. Cụ thể hơn :- Xây dựng kịch bản automation test, xây dựng tool test tự động cho ứng dụng: web, mobile- Thực hiện test các sản phẩm, dịch vụ theo yêu cầu.- Nghiên cứu và cập nhật các công cụ test và kiến thức mới hỗ trợ cho công việc.- Làm việc nhóm hoặc độc lập, giao tiếp với Trưởng nhóm và thành viên liên quan đến công việc test."
Nhân Viên Kiểm Thử Phần Mềm,"INTERNATIONAL TOURISM HUMAN RESOURCE SERVICES CO., LTD.",10 - 15 triệu,Hà Nội,1 năm,30/09/2023,"Chuẩn bị kịch bản kiểm thử, dữ liệu kiểm thử Thực hiện xây dựng testcase từ tài liệu nghiệp vụ và các tài liệu liên quan tới phần mềm Phối hợp với đội phát triển để hỗ trợ sửa lỗi lập trình và kiểm thử lại sau sửa lỗi. Hoàn thành các tài liệu về kiểm thử (kết quả test), tài liệu hướng dẫn sử dụng, tài liệu quản lý cấu hình (nếu có) Phối hợp với Quản trị dự án để đảm bảo chất lượng phần mềm"
Front End Developer,Jolie Siam,40 - 60 triệu,Hà Nội,3 năm,25/09/2023,"● Expertly integrate provided designs into UI/UX web applications flawlessly, meeting technical feasibility and ensuring a seamless user experience. ● Translate design mockups, wireframes, and prototypes into high-quality, responsive web application code. ● Design, build, and maintain high-performance, reusable, and reliable applications, including creating future-use code and libraries. ● Optimize application performance, ensuring quality, responsiveness, speed, and scalability. ● Implement captivating visual and interactive elements for seamless user experiences on various devices and browsers. ● Select appropriate tools, libraries, and frameworks based on expertise in front-end technologies. ● Troubleshoot and debug issues promptly to ensure a smooth, error-free user experience. ● Collaborate closely with cross-functional teams, including designers, back-end developers, and project managers. ● Communicate progress, goals, and updates effectively with team members. ● Provide mentorship and guidance to junior team members to foster continuous learning and growth. ● Stay updated on the latest design trends and emerging front-end development techniques. ● Contribute to code quality, organization, and automation for streamlined workflows. ● Reporting to: Tech Lead, Program Manager, Development Director"
Mobile App Development Engineer Làm Việc Tại Bắc Ninh Lương Từ 18-35 Triệu,công ty TNHH Godgroup,18 - 35 triệu,Bắc Ninh,1 năm,23/09/2023,"Lập trình các sản phẩm App Android phục vụ hàng triệu người sử dụng trên thế giới.Nghiên cứu và tìm các giải pháp, công nghệ phù hợp để làm sản phẩm chất lượng cao, có giá trị với người dùng.Teamwork với các nhân sự Design, Product Owner (Marketing) để tìm những giải pháp tối ưu, nâng cấp sản phẩm."
Tester,CÔNG TY TNHH MEDIASTEP SOFTWARE VIỆT NAM,Tới 45 triệu,"Hồ Chí Minh, Đà Nẵng",3 năm,09/09/2023,"-You will be testing a revolutionary automated financial audit software for one of the largest global companies in the world.-Responsibilities :-Review and analyze system-Develop effective strategies and test plans-Execute test cases and analyze results-Execute testing (smoke test, Functional test, Integration test) on multiple environments-Create logs to document testing phases and defects-Report bugs and errors to development teams-Help troubleshoot issues-Work with cross-functional teams to ensure quality throughout the software development lifecycle"
Nodejs,Công ty CP công nghệ và truyền thông SAMO,Tới 35 triệu,Hà Nội,2 năm,13/09/2023,"Tham gia phát triển và xây dựng các sản phẩm trong hệ sinh thái tài chính công nghệ, bảo hiểm công nghệ của SAMOTìm hiểu công nghệ, xây dựng mới và phát triển tính năng hiện tại của các dự án để phát triển sản phẩmTuân thủ theo các yêu cầu, quy tắc chung để đảm bảo chất lượng của dự án.Đảm bảo tiến độ, chất lượng công việc và báo cáo thường xuyên tới quản lý. Không giới hạn ngôn ngữ lập trình và công nghệ mà ứng viên đã từng sử dụng."
Nhân Viên SEO,CÔNG TY CỔ PHẦN GSC VIỆT NAM,12 - 15 triệu,Hà Nội,1 năm,31/08/2023,"+ Theo dõi, báo cáo và phân tích trang web, đưa ra các sáng kiến.+ Tối ưu hóa trang đích để SEO tốt hơn.+ Thực hiện khám phá, mở rộng và tối ưu hóa từ khóa liên tục.+ Nghiên cứu và thực hiện các khuyến nghị tối ưu hóa công cụ tìm kiếm.+ Nghiên cứu và phân tích các liên kết quảng cáo của đối thủ cạnh tranh.+ Đề xuất thay đổi kiến trúc trang web, nội dung, liên kết và các yếu tố khác để cải thiện vị trí SEO cho các từ khóa mục tiêu.+ Tối ưu hóa công cụ SEO; Lập kế hoạch triển khai các từ khóa theo kế hoạch kinh doanh chung của công ty (theo mùa); Tối ưu các từ khóa đã SEO để gián tiếp tăng doanh thu cho TMĐT+ Hỗ trợ phát triển các kênh social khác như Social và Referral+ Lâp kế hoạch & Báo cáo+ Làm theo yêu cầu của cấp trên"
Kỹ Thuật Viên IT- Phần Cứng Tại Bắc Giang,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ THÀNH BẮC,10 - 20 triệu,"Bắc Giang, Hà Nội",1 năm,30/09/2023,"- Giám sát và Lắp đặt hệ thống điện nhẹ công trình MẠNG: + Tổng đài nội bộ + Camera giám sát + Thiết bị báo động + Báo cháy báo khói + Âm thanh loan báo - Lắp đặt các thiết bị CNTT: + Sửa chữa máy tính + Máy in, thiết bị văn phòng - Tham mưu cấp trên các công việc liên quan đến kỹ thuật, thực hiện báo cáo công việc trên hệ thống"
Lập Trình Viên,Công ty TNHH Công nghệ Sao Vega,Trên 10 triệu,Hà Nội,1 năm,31/08/2023,"- Tham gia vào phân tích thiết kế hế thống - Tham gia xây dựng database- Lập trình các module, tính năng theo yêu cầu.- Hợp tác với những thành viên khác trong nhóm để hoàn thành các dự án đúng thời gian.- Hỗ trợ deploy các sản phẩm lên server nếu cần- Ngoài ra chi tiết công việc sẽ được trao đổi khi phỏng vấn."
Kỹ Sư Lập Trình,Công ty cổ phần phương tiện điện thông minh Selex,"Tới 1,000 USD",Hà Nội,2 năm,15/09/2023,"• Nghiên cứu, ứng dụng các giải pháp về IoT cho các dự án liên quan đến xe điện thông minh• Phân tích, lựa chọn và thiết kế triển khai hạ tầng IoT• Thực hiện các công việc do quản lý giao"
Quản Lý,Công ty Cổ phần Tin học - Viễn thông Hàng không,Tới 40 triệu,Hà Nội,3 năm,11/09/2023,"Quản trị, vận hành, đảm bảo hoạt đông các hệ thống trên môi trường nhiều loại OS (Win/Linux/Unix), CSDL( Oracle, MS SQL, Postgrep, MySQL ..), Oracle Portal/Weblogic/.Net/Rhel JBOSS . Quản trị hệ thống server application, database và hệ thống lưu trữ Storage, SAN… Xây dựng, thiết kế và tham gia triển khai các giải pháp ứng dụng trên các môi rường hệ điều hành, phần mềm ứng, cơ sở dữ liệu khác nhau và đa dạng."
